,name,region,subregion,votes,rating,length,lengthtype,gain,hpoint,fee,lat,long,trailhead1,trailhead2,author1,author2,countreports,Wildflowers/Meadows,Mountain views,Dogs allowed on leash,Established campsites,Waterfalls,Good for kids,Fall foliage,Ridges/passes,Wildlife,Old growth,Summits,Lakes,Rivers,Coast
1859,Upper Roaring Creek,Central Cascades,Stevens Pass - East,4,2.50,3.0,roundtrip,,6050,None,47.7510,-120.8940,"Loch Eileen (#1854.1), Lake Ethel (#1585), Upper Roaring Creek (#1584)","Okanogan-Wenatchee National Forest, Wenatchee River Ranger District, Leavenworth",,,3,0,1,1,1,0,0,1,0,0,0,0,1,0,0
1860,Twisp River Rearing Ponds,North Cascades,Methow/Sawtooth,1,4.00,1.0,roundtrip,,,,48.3657,-120.1323,,,WTA Correspondents,Austin Smith,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1861,Twin Lakes (Wenatchee),Central Cascades,Stevens Pass - East,8,3.00,8.4,roundtrip,1000,2850,Northwest Forest Pass,47.9205,-120.8949,Twin Lakes (#1503),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District",WTA Staff,Anna Roth,109,0,1,1,1,0,0,0,0,0,1,0,1,1,0
1862,Townsend Mountain,Central Cascades,Stevens Pass - West,3,5.00,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,Traditional Knowledge Trail,Snoqualmie Region,North Bend Area,1,4.00,0.3,roundtrip,,,,47.5157,-121.8446,Snoqualmie Tribe,,,,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1864,Trail of the Cedars,North Cascades,North Cascades Highway - Hwy 20,5,3.60,1.0,roundtrip,,,,48.6760,-121.2433,,,,,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1865,Teanaway Butte via Jungle Creek,Snoqualmie Region,Salmon La Sac/Teanaway,0,0.00,8.0,roundtrip,2150,4760,,47.3314,-120.9377,"Mount Baker - Snoqualmie National Forest, Cle Elum Ranger District",,,,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1866,Three Peaks and Mosquito Lake,South Cascades,Goat Rocks,4,2.75,10.0,roundtrip,1700,4900,Northwest Forest Pass,46.6267,-121.5892,Three Peaks (#69),"USFS Cowlitz Valley Ranger District, Packwood Office",,,14,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1867,Three Lakes,Mount Rainier Area,SE - Cayuse Pass/Steven's Canyon,5,2.60,13.0,roundtrip,2800,5000,,,,Three Lakes via Laughingwater Creek (#),Mt. Rainier National Park,,,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1868,Tieton River Meadows Snowshoe,South Cascades,Goat Rocks,2,4.00,10.0,roundtrip,350,3500,Sno-Parks Permit,46.6225,-121.3010,Tieton River Meadows (#),"Okanogan Wenatchee National Forest, Naches Ranger District",,,4,1,1,1,0,0,1,0,0,1,0,0,0,1,0
1869,Thomas Mountain,Snoqualmie Region,Salmon La Sac/Teanaway,0,0.00,8.0,roundtrip,3400,,Northwest Forest Pass,47.2676,-121.1742,"Mount Baker - Snoqualmie National Forest, Cle Elum Ranger District",,,,10,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1870,Tiger Mountain Trail North,Issaquah Alps,Tiger Mountain,7,2.86,15.5,roundtrip,2400,2500,Discover Pass,47.5296,-121.9957,"Department of Natural Resources, South Puget Sound Region",,WTA Correspondents,Alan Gibbs,79,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1871,Third Creek,Eastern Washington,Palouse and Blue Mountains,0,0.00,34.0,roundtrip,2000,,Northwest Forest Pass,46.0888,-117.6277,Third Creek (#3100),"Umatilla National Forest, Pomeroy Ranger District",,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1872,Toppenish National Wildlife Refuge,Central Washington,Yakima,0,0.00,2.0,of,,,,46.3058,-120.3363,U. S. Fish and Wildlife Service,,WTA Community,Multiple authors contributed to this report,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1873,Swan Lake,Eastern Washington,Okanogan Highlands/Kettle River Range,4,3.00,3.1,roundtrip,360,3960,,48.5155,-118.8356,Swan Lake (#14),"Colville National Forest, Republic Ranger District, (509) 775-7400, www.fs.usda.gov/main/colville",,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,Swamp Trail,Issaquah Alps,Tiger Mountain,5,3.60,1.0,roundtrip,75,520,Discover Pass,47.5296,-121.9961,Swamp Trail (#TIGER),Tiger Mountain State Forest,WTA Correspondents,Alan Gibbs,28,1,0,1,0,0,1,1,0,1,0,0,1,0,0
1875,Takhlakh Lake and Takh Takh Meadow,South Cascades,Mount Adams Area,5,3.60,3.0,roundtrip,90,4460,Northwest Forest Pass,46.2766,-121.5992,Takhlakh Loop (#134),USFS Mount Adams Ranger District,,,21,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1876,Sunshine Trail,South Cascades,Mount Adams Area,3,3.33,1.5,roundtrip,1600,3400,,45.8747,-121.9846,"Trapper Creek (#192), Observation Trail (#132)",Mt. Adams,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,Taneum Ridge - Fishhook Flats,Snoqualmie Region,,4,3.50,14.0,roundtrip,1400,4200,,47.1155,-120.9533,Taneum Ridge (#1363),"Okanogan–Wenatchee National Forest, Cle Elum Ranger District",,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,St. Louis Falls and Mines,North Cascades,Mountain Loop Highway,0,0.00,,,,,,,,,,,,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1879,Spencer Butte,Southwest Washington,Lewis River Region,4,3.75,4.8,roundtrip,2240,4325,Northwest Forest Pass,46.1725,-121.9305,Spencer Butte (#30),Gifford Pinchot National Forest,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1880,South Tiger Powerline,Issaquah Alps,Tiger Mountain,3,2.67,1.2,roundtrip,,,Discover Pass,47.4544,-121.9783,Tiger Mountain State Forest,,,,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1881,Southwest County Park,Puget Sound and Islands,Seattle-Tacoma Area,2,2.00,,,,,None,47.8367,-122.3402,Snohomish County Parks,,,,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1882,Stormy Mountain Summit,Central Cascades,Entiat Mountains/Lake Chelan,0,0.00,13.0,roundtrip,5500,,,47.8905,-120.4392,"Okanogan-Wenatchee National Forest, Chelan Ranger District",,,,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1883,Spinnaker Peak Snowshoe,Central Cascades,Stevens Pass - East,0,0.00,5645,,,5645,,47.7833,-121.1103,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,Squire Creek,North Cascades,Mountain Loop Highway,5,3.60,8.5,roundtrip,2566,,Northwest Forest Pass,48.2088,-121.6298,Squire Creek (#654),Mount Baker-Snoqualmie National Forest - Darrington Ranger District,,,66,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1885,St'auk Mountain,North Cascades,Mountain Loop Highway,0,0.00,4715,,,4715,,48.0371,-121.4790,"Mt. Baker-Snoqualmie National Forest, Darrington Ranger District",,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,Stevens Canyon Waterfalls,Mount Rainier Area,SE - Cayuse Pass/Steven's Canyon,8,3.00,8.0,roundtrip,1675,3750,National Park Pass,46.7602,-121.6391,"Mount Rainier National Park, Longmire Wilderness Information Center",,WTA Correspondents,Ken Giesbers,24,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1887,Starway,Southwest Washington,Lewis River Region,4,3.25,11.0,roundtrip,2377,3977,None,45.7873,-122.2224,Starway (#175),"Gifford Pinchot National Forest, Mount Adams Ranger District",WTA Staff,Anna Roth,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1888,Leque Island - Stanwood Levee Trail,Puget Sound and Islands,Seattle-Tacoma Area,0,0.00,,,,,Discover Pass,48.2309,-122.3823,Washington State Parks,,,,37,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1889,St. Cloud,Southwest Washington,Columbia River Gorge - WA,3,3.67,1.0,roundtrip,,50,,45.6013,-122.1111,St. Cloud (#4410),Columbia River Gorge National Scenic Area,,,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1890,Stevens Pass Nordic Center,Central Cascades,Stevens Pass - East,2,1.00,4.0,of,,,Northwest Forest Pass,47.7727,-121.0143,"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District",,,,9,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1891,Star Peak,North Cascades,Methow/Sawtooth,0,0.00,8690,,,8690,,48.2872,-120.3283,Lake Chelan-Sawtooth Ridge Wilderness,,,,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1892,May Valley Trail,Issaquah Alps,Squak Mountain,5,2.80,6.0,roundtrip,,,Discover Pass,47.4807,-122.0554, (#),Squak Mountain State Park,,,85,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1893,Stehekin River Trail,Central Cascades,Entiat Mountains/Lake Chelan,4,4.00,7.6,roundtrip,100,1200,None,48.3453,-120.7213,North Cascades National Park,,WTA Staff,Anna Roth,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
1894,Steamboat Mountain,South Cascades,Mount Adams Area,6,4.00,1.4,roundtrip,625,,None,46.1471,-121.7537,Steamboat Mountain (#14),"Gifford Pinchot National Forest, Mt. Adams Ranger District",WTA Correspondents,Tami Asars,9,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1895,South Fork Silver Creek Trail to Gunsight Pass,Eastern Washington,Selkirk Range,3,3.33,14.0,roundtrip,2370,5600,Northwest Forest Pass,48.9115,-117.5010,South Fork Silver Creek Trail (#123),"Colville National Forest, Three Rivers Ranger District",WTA Correspondents,Holly Weiler,2,1,1,1,0,0,0,1,0,1,1,0,0,0,0
1896,Slavin Pond Loop,Eastern Washington,Spokane Area/Coeur d'Alene,3,3.33,3.3,roundtrip,246,2341,None,47.5326,-117.4215,Spokane County Parks,,,,11,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1897,Snipes Mountain - Pine Way,South Cascades,Mount Adams Area,4,3.00,5.0,roundtrip,500,4800,None,46.1029,-121.4346,"Pine Way (#11), Snipes Mountain (#71)","Gifford Pinchot National Forest, Mount Adams Ranger District",,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Similkameen Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,1,5.00,4.0,roundtrip,40,940,None,48.9390,-119.4430,Okanogan County,,WTA Community,Multiple authors contributed to this report,7,1,1,1,0,1,1,1,0,1,0,0,0,1,0
1899,Snake River - Columbia Plateau Trail,Central Washington,Tri-Cities,10,4.20,6.0,roundtrip,150,750,Discover Pass,46.3905,-118.6804,Washington State Parks and Recreation,,WTA Correspondents,Aaron Thiesen,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1900,Snow Peak,Eastern Washington,Okanogan Highlands/Kettle River Range,7,3.71,10.0,roundtrip,875,6400,Sno-Parks Permit,48.5772,-118.5233,Snow Peak (#10),"Colville National Forest, Three Rivers Ranger District",WTA Correspondents,Holly Weiler,13,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1901,Sleepy Hollow Trail,Olympic Peninsula,Northern Coast,0,0.00,16.0,roundtrip,,,Northwest Forest Pass,,,Olympic National Park,,,,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1902,Red Mountain Lookout,North Cascades,Mountain Loop Highway,1,3.00,2.0,roundtrip,700,2800,Northwest Forest Pass,48.0584,-121.2878,Red Mountain Lookout Trail (#651),"Mt. Baker-Snoqualmie National Forest, Darrington Ranger District",WTA Community,Multiple authors contributed to this report,6,0,1,1,0,0,0,0,0,1,1,1,0,0,0
1903,Spring Mountain,North Cascades,Mountain Loop Highway,0,0.00,,,,,,,,"Mt. Baker-Snoqualmie National Forest, Darrington Ranger District",,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,Mission Point Trail,Eastern Washington,Selkirk Range,0,0.00,0.5,roundtrip,,,,,,Lake Roosevelt National Recreation Area,,WTA Correspondents,Holly Weiler,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1905,Mount Leona,Eastern Washington,Okanogan Highlands/Kettle River Range,0,0.00,6.0,roundtrip,1500,6474,,48.7654,-118.4880,"Colville National Forest, Republic Ranger District, (509) 775-7400, www.fs.fed.us/r6/colville",,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Melton Creek Trail,Eastern Washington,Palouse and Blue Mountains,0,0.00,9.7,one-way,3800,6200,,46.1192,-117.5367,Melton Creek Trail (#3124),Umatilla National Forest,,,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1907,Pend Oreille County Park,Eastern Washington,Spokane Area/Coeur d'Alene,0,0.00,7.0,roundtrip,,,None,48.0808,-117.3240,Pend Oreille County Parks,,WTA Correspondents,Holly Weiler,4,1,1,1,0,0,1,1,1,1,1,0,0,0,0
1908,Kirkwood Ranch,Eastern Washington,Palouse and Blue Mountains,0,0.00,10.0,roundtrip,420,1600,,45.6354,-116.4808,,,WTA Correspondents,Holly Weiler,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,Lewis and Clark State Park,Southwest Washington,Lewis River Region,0,0.00,2.0,roundtrip,125,525,Discover Pass,,,Washington State Parks,,WTA Correspondents,Aaron Thiesen,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1910,Lake Mayfield Trail,South Cascades,White Pass/Cowlitz River Valley,0,0.00,1.5,roundtrip,,,Discover Pass,46.5485,-122.5272,Washington State Parks,,,,2,0,1,1,1,0,1,1,0,1,1,0,1,0,0
1911,Lily Point Park,Puget Sound and Islands,Bellingham Area,0,0.00,1.5,roundtrip,,,,48.9765,-123.0616,Whatcom County Parks,,,,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1912,Lighthouse Marine Park,Puget Sound and Islands,Bellingham Area,0,0.00,,,,,,48.9734,-123.0816,Whatcom County Parks,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1913,Monument Park,Puget Sound and Islands,Bellingham Area,0,0.00,0.25,roundtrip,135,135,,48.9754,-123.0830,Whatcom County Parks,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1914,Misery Mountain Loop,Eastern Washington,Palouse and Blue Mountains,0,0.00,48.5,roundtrip,4000,6387,None,46.1192,-117.5367,"Umatilla National Forest, Pomeroy Ranger District",,WTA Correspondents,Holly Weiler,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0
1915,Patos Island,Puget Sound and Islands,San Juan Islands,0,0.00,1.5,roundtrip,30,30,,48.7846,-122.9641,"Washington State Parks, BLM - Wenatchee Office",,,,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1916,Madrone Crest Trail,Puget Sound and Islands,Bellingham Area,1,3.00,,,,,Discover Pass,48.7018,-122.4814,Larrabee State Park,,,,15,0,1,1,0,1,0,1,0,1,0,0,0,0,0
1917,Custer's Bridge - Middle Tiger Loop,Issaquah Alps,Tiger Mountain,0,0.00,11.0,roundtrip,1600,2607,Discover Pass,47.4683,-121.9363,Tiger Mountain State Forest,,WTA Correspondents,Alan Gibbs,4,1,1,1,0,0,0,1,0,1,0,1,0,0,0
1918,Liberty Ghost Town,Central Cascades,,0,0.00,1.0,roundtrip,50,2682,None,47.2530,-120.6702,"Kittitas County, Liberty National Historic District",,WTA Community,Exploring History in Your Hiking Boots,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1919,McLellan Conservation Area,Eastern Washington,Spokane Area/Coeur d'Alene,0,0.00,,,,,,47.8746,-117.6910,Washington Department of Natural Resources,,,,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1920,Pilchuck Tree Farm,Puget Sound and Islands,Bellingham Area,1,4.00,4.75,roundtrip,800,1400,,,,"Pacific Denkmann Co., Pilchuck Tree Farm",,,,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1921,Paw Print Connector,Issaquah Alps,Tiger Mountain,1,5.00,1.1,roundtrip,100,2200,Discover Pass,47.4430,-121.9768,Tiger Mountain State Forest,,,,14,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1922,Otto Preserve,Puget Sound and Islands,San Juan Islands,1,2.00,1.2,roundtrip,130,250,,48.6981,-122.6745,"Lummi Island Heritage Trust, Otto Preserve",,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,Olney Falls,Central Cascades,Stevens Pass - West,0,0.00,,,,,,47.8698,-121.7319,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,Pass Lake,North Cascades,Mountain Loop Highway,4,3.75,1.0,roundtrip,300,3900,None,48.1231,-121.4489,Pass Lake (#645),"Mt. Baker-Snoqualmie National Forest, Darrington Ranger District",,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,Nooksack Cirque,North Cascades,Mount Baker Area,4,3.00,9.0,roundtrip,640,2840,None,48.8899,-121.6749,Nooksack Cirque (#750),"Mt. Baker-Snoqualmie National Forest, Mount Baker Ranger District",WTA Community,Multiple authors contributed to this report,49,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1926,Nolte State Park,Mount Rainier Area,Chinook Pass - Hwy 410,1,5.00,1.45,roundtrip,,,Discover Pass,47.2702,-121.9373,Washington State Parks,,,,17,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1927,North Fork Asotin Creek to Pinkham Butte,Eastern Washington,Palouse and Blue Mountains,0,0.00,20.0,roundtrip,1750,3080,Discover Pass,46.2615,-117.2987,North Fork Asotin Creek (#3125),"Umatilla National Forest, Pomeroy Ranger District, (509) 843-1891, www.fs.fed.us/r6/uma/pomero",,,5,1,0,1,1,0,0,0,0,1,1,0,0,0,0
1928,Obstruction Point Road Snowshoe,Olympic Peninsula,Northern Coast,0,0.00,,,,,National Park Pass,47.9738,-123.4767,Olympic National Park,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Observation Rock,Mount Rainier Area,NW - Carbon River/Mowich,1,1.00,13.0,roundtrip,3435,8364,National Park Pass,46.9329,-121.8653,Mt. Rainier National Park,,,,39,1,1,0,1,1,0,0,1,1,0,1,0,0,0
1930,Lake Creek ,Eastern Washington,Spokane Area/Coeur d'Alene,4,3.25,26.0,roundtrip,340,1840,,47.4042,-118.7439,"Bureau of Land Management, Spokane",,WTA Correspondents,Aaron Thiesen,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1931,No Name,Issaquah Alps,Cougar Mountain,4,3.50,0.4,roundtrip,,,None,47.5379,-122.0888,No Name (#Cougar - E8),"King County, Cougar Mountain State Forest",,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Old Ellensburg,Central Cascades,Blewett Pass,4,2.50,3.6,roundtrip,500,5700,Northwest Forest Pass,47.3114,-120.5330,Old Ellensburg (#1373),"Okanogan-Wenatchee National Forest, Cle Elum Ranger District",WTA Community,Multiple authors contributed to this report,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1933,Not So Sasse Peak,Snoqualmie Region,Salmon La Sac/Teanaway,0,0.00,,,,,,,,"Okanogan-Wenatchee National Forest, Cle Elum Ranger District",,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Oak Creek Road - Bethel Ridge,Central Washington,Yakima,0,0.00,6.5,roundtrip,800,2500,Discover Pass,46.7267,-120.8114,Washington Department of Fish and Wildlife,,WTA Correspondents,David Hagen,7,0,0,1,0,0,1,1,0,1,1,0,0,1,0
1935,Etienne Creek,Snoqualmie Region,Salmon La Sac/Teanaway,5,2.80,4.0,roundtrip,1400,6100,None,47.3899,-120.6673,Etienne Creek (#1210),"Okanogan-Wenatchee National Forest, Cle Elum Ranger District",,,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1936,Mount Wow,Mount Rainier Area,SW - Longmire/Paradise,1,3.00,4.0,roundtrip,3800,6040,National Park Pass,,,Mount Rainier National Park,,,,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1937,Nason Ridge,Central Cascades,Stevens Pass - East,6,3.33,21.9,roundtrip,3800,6200,None,47.7882,-120.7923,Nason Ridge (#1583),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District",,,100,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1938,Mount Ararat,Mount Rainier Area,SW - Longmire/Paradise,0,0.00,12.5,roundtrip,4000,6010,National Park Pass,46.7362,-121.8560,Mt Rainier,,,,9,1,1,0,0,0,0,0,0,0,1,1,0,1,0
1939,Snoqualmie Mountain,Snoqualmie Region,,7,4.57,3.8,roundtrip,3105,6278,Northwest Forest Pass,47.4453,-121.4234,"Mt. Baker-Snoqualmie National Forest, Snoqualmie Ranger District",,,,178,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1940,Neiderprum Trail,North Cascades,Mountain Loop Highway,4,3.25,2.65,roundtrip,2400,3200,,48.2615,-121.7063,Neiderprum Trail (#653),Darrington Ranger District,,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,Nimbus Knob,Eastern Washington,Spokane Area/Coeur d'Alene,1,3.00,3.0,roundtrip,400,2350,None,47.6503,-117.2910,"Dishman Hills Conservancy, DNR, Spokane County Parks",,,,7,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1942,Mount Spokane State Park - Upper Trail 140,Eastern Washington,Spokane Area/Coeur d'Alene,2,3.50,3.0,roundtrip,1341,5867,Discover Pass,47.8859,-117.0864,Mount Spokane State Park,,WTA Correspondents,Holly Weiler,12,1,1,1,0,0,1,1,0,1,1,1,0,0,0
1943,Nike Horse Trail,Issaquah Alps,Cougar Mountain,3,4.33,0.6,roundtrip,,,None,47.5301,-122.1030,King County Parks,,,,41,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1944,Mount Shuksan,North Cascades,Mount Baker Area,1,5.00,9127,,,9127,Northwest Forest Pass,48.8496,-121.6863,,,,,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1945,Capitol State Forest - Mount Molly,Olympic Peninsula,Olympia,1,3.00,3.0,roundtrip,908,1950,Discover Pass,46.9460,-123.0985,Department of Natural Resources,,WTA Correspondents,Juli Hoza,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1946,Mount Ann,North Cascades,Mount Baker Area,0,0.00,10.5,roundtrip,4000,,Northwest Forest Pass,48.8533,-121.6818,"Mount Baker - Snoqualmie National Forest, Mount Baker Ranger District",,,,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1947,Monte Cristo Wagon Road,North Cascades,Mountain Loop Highway,0,0.00,,,,,Northwest Forest Pass,48.0381,-121.4359,"Mt. Baker-Snoqualmie National Forest, Darrington Ranger District",,,,52,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1948,Miners Ridge (Entiat),Central Cascades,Entiat Mountains/Lake Chelan,5,3.80,4.0,roundtrip,850,5750,Northwest Forest Pass,47.8002,-120.5724,Miners Ridge (#1411),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District",,,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1949,Twin Lakes and Mount Pickett,Puget Sound and Islands,San Juan Islands,0,0.00,7.6,roundtrip,915,1749,,48.6550,-122.8188,"Washington State Parks, Moran State Park",,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,Mission Ridge,Central Cascades,Stevens Pass - East,4,3.00,14.0,roundtrip,3200,4963,Northwest Forest Pass,47.4058,-120.5076,Mission Ridge (#1201),"Okanogan-Wenatchee National Forest, Wenatchee River Ranger District, Leavenworth",,,19,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1951,Monahan Mountain,Snoqualmie Region,Snoqualmie Pass,0,0.00,5.0,roundtrip,1600,3775,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Mount Misery,Eastern Washington,Palouse and Blue Mountains,4,2.75,16.0,roundtrip,1000,6401,Northwest Forest Pass,46.1182,-117.7144,Mount Misery (#3113),"Umatilla National Forest, Pomeroy Ranger District",,,19,1,1,1,1,0,1,0,1,1,0,1,0,0,0
1953,Mount Gardner,Snoqualmie Region,Snoqualmie Pass,5,2.80,12.0,roundtrip,1500,3800,,47.3912,-121.5577,"Mt. Baker-Snoqualmie National Forest, Snoqualmie Ranger District",,,,27,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1954,Miller River Road Snowshoe,Central Cascades,Stevens Pass - West,0,0.00,7.4,roundtrip,700,2200,None,47.7146,-121.3992,"Mt. Baker-Snoqualmie National Forest, Skykomish Ranger District",,,,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1955,Marckworth Forest,Issaquah Alps,,1,2.00,530,,530,760,,47.7754,-121.8492,King County Parks,,WTA Community,Multiple authors contributed to this report,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1956,Hope and Mig Lakes,Central Cascades,Stevens Pass - West,7,2.86,5.0,roundtrip,1550,4650,,47.7128,-121.1073,"Tunnel Creek (#1061), Pacific Crest (#2000)","Mount Baker-Snoqualmie National Forest, Skykomish Ranger District",WTA Correspondents,Charles Ardary,77,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1957,Meadow Mountain,North Cascades,Mountain Loop Highway,4,2.00,35.0,roundtrip,3850,5850,None,48.1894,-121.3709,Meadow Mountain (#657),"Mt. Baker-Snoqualmie National Forest, Darrington Ranger District",WTA Community,Multiple authors contributed to this report,33,1,1,1,1,0,0,0,1,1,1,0,0,1,0
1958,Martin Peak Snowshoe,Central Cascades,Stevens Pass - East,0,0.00,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Sky Country,Issaquah Alps,Cougar Mountain,4,2.50,0.8,roundtrip,,,None,47.5311,-122.1141,Sky Country (#),King County Parks,,,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1960,McGee Ranch,Central Washington,Tri-Cities,3,3.33,,,,,,,,Private Land,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Meeks Table,Central Washington,Yakima,1,3.00,3.4,roundtrip,,,Northwest Forest Pass,46.8125,-121.1298,Meeks Table Research Natural Area,,WTA Community,Multiple authors contributed to this report,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1962,McDowell Marsh Environmental Education Trail,Eastern Washington,Selkirk Range,0,0.00,1.2,roundtrip,,,,48.4617,-117.7322,Little Pend Oreille National Wildlife Refuge,,,,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1963,Middle Point Ridge,Eastern Washington,Palouse and Blue Mountains,0,0.00,5.5,roundtrip,1730,5130,,46.1359,-117.8087, (#3116),"Umatilla National Forest, Walla Walla Ranger District, (509) 522-6290, www.fs.fed.us/r6/uma/walla2",,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Mary's Peak,Snoqualmie Region,Salmon La Sac/Teanaway,0,0.00,3143,,3143,6680,Northwest Forest Pass,,,Cle Elum Ranger District,,,,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1965,Meta Lake,South Cascades,Mount St. Helens,7,3.29,0.6,roundtrip,,3625,Northwest Forest Pass,46.2960,-122.0782,Meta Lake (#210),Mount St. Helens National Volcanic Monument,,,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0
